Location,Estate,Latitude,Longitude,Price,Saleable,Area,Floor_level,Transaction_price,Square_feet,Discount_rate,Assignment_date,Credit_level,Credit_value
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,633200,35,381,M,18091,1662,18,26/8/2023,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,550500,35,381,M,15729,1445,20,27/8/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,352700,35,381,L,10077,926,16,28/8/2023,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,717300,36,385,M,19925,1863,82,1/9/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,512900,39,423,M,13151,1213,84,2/9/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,333700,26,277,M,12835,1205,86,3/9/2023,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,343300,25,264,M,13732,1300,19,4/9/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,454700,27,287,L,16841,1584,16,5/9/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,448000,28,296,L,16000,1514,16,6/9/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,419300,26,277,L,16127,1514,19,7/9/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,429300,26,277,L,16512,1550,19,8/9/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,509200,25,267,L,20368,1907,19,9/9/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,534300,41,443,L,13032,1206,86,10/9/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,728100,35,381,H,20803,1911,82,11/9/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,506900,33,354,M,15361,1432,18,12/9/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,507200,27,294,M,18785,1725,16,13/9/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,490700,32,349,M,15334,1406,18,14/9/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,545200,28,296,H,19471,1842,16,15/9/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,496900,25,264,L,19876,1882,20,16/9/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,654600,33,357,L,19836,1834,19,17/9/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,494500,33,358,L,14985,1381,19,18/9/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,791700,41,439,L,19310,1803,19,19/9/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,555900,34,366,L,16350,1519,84,20/9/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,413600,33,355,L,12533,1165,19,21/9/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,494300,39,424,L,12674,1166,19,22/9/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,520700,32,349,L,16272,1492,21,23/9/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,559900,41,443,M,13656,1264,18,24/9/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,506800,41,443,L,12361,1144,18,25/9/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,502500,35,381,L,14357,1319,19,26/9/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,707500,35,376,M,20214,1882,19,28/9/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,720600,33,357,M,21836,2018,18,29/9/2023,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,498500,34,366,M,14662,1362,18,30/9/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,588100,36,385,M,16336,1528,20,1/10/2023,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,483200,32,349,M,15100,1385,16,2/10/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,527000,33,351,L,15970,1501,19,3/10/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,664000,45,483,L,14756,1375,20,4/10/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,630900,41,441,L,15388,1431,20,5/10/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,396400,32,349,L,12388,1136,84,6/10/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,456300,41,443,M,11129,1030,16,7/10/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,456400,35,381,M,13040,1198,18,8/10/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,601000,35,381,L,17171,1577,21,9/10/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,590200,35,381,L,16863,1549,21,10/10/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,409500,35,381,M,11700,1075,16,11/10/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,452700,26,283,M,17412,1600,82,15/10/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,516700,28,296,M,18454,1746,16,16/10/2023,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,482400,33,354,M,14618,1363,18,17/10/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,412500,33,355,M,12500,1162,19,18/10/2023,0,0
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,462700,37,397,H,12505,1165,18,19/10/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,569200,27,294,H,21081,1936,16,20/10/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,492600,33,354,L,14927,1392,18,21/10/2023,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,456000,34,366,L,13412,1246,16,22/10/2023,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,464500,35,375,L,13271,1239,18,23/10/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,536500,33,351,L,16258,1528,19,24/10/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,529600,33,355,L,16048,1492,21,25/10/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,479000,46,490,L,10413,978,16,26/10/2023,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,644500,38,407,L,16961,1584,82,27/10/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,632400,45,485,L,14053,1304,20,28/10/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,296900,19,208,L,15626,1427,81,29/10/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,664400,45,483,L,14764,1376,20,30/10/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,398100,34,366,L,11709,1088,19,31/10/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,393300,33,355,L,11918,1108,19,1/11/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,552900,32,349,L,17278,1584,19,2/11/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,494200,35,381,L,14120,1297,19,3/11/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,607900,35,381,M,17369,1596,20,4/11/2023,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,651000,36,385,M,18083,1691,82,6/11/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,440000,26,277,M,16923,1588,19,7/11/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,452700,27,294,M,16767,1540,20,8/11/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,438200,39,424,M,11236,1033,16,9/11/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,488100,32,349,M,15253,1399,18,10/11/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,525800,34,366,L,15465,1437,18,11/11/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,544500,33,351,L,16500,1551,19,12/11/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,640200,33,357,L,19400,1793,19,13/11/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,374900,34,366,L,11026,1024,18,14/11/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI PING ESTATE,22.49797,114.12668,514000,40,428,L,12850,1201,19,15/11/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,387300,34,366,L,11391,1058,19,16/11/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,517500,32,349,L,16172,1483,21,17/11/2023,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,462600,32,349,L,14456,1326,16,18/11/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,400200,32,349,L,12506,1147,19,19/11/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,510800,41,443,L,12459,1153,18,20/11/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,598100,35,381,M,17089,1570,20,21/11/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,646600,35,381,H,18474,1697,82,22/11/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,647400,35,381,M,18497,1699,20,23/11/2023,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,331600,34,366,L,9753,906,82,27/11/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,514100,28,296,M,18361,1737,86,29/11/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,261100,14,150,M,18650,1741,81,30/11/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,386400,26,277,L,14862,1395,19,1/12/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,391800,26,277,L,15069,1414,19,2/12/2023,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,370700,19,208,H,19511,1782,83,4/12/2023,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,372200,20,217,H,18610,1715,19,5/12/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,537300,39,424,M,13777,1267,86,8/12/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,655000,33,357,L,19848,1835,19,9/12/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,380900,26,277,L,14650,1375,19,10/12/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,354000,22,231,L,16091,1532,19,11/12/2023,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,785900,45,489,M,17464,1607,82,12/12/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,554400,33,351,L,16800,1579,82,13/12/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,265300,26,277,L,10204,958,86,14/12/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,306700,27,294,L,11359,1043,86,15/12/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,270300,26,277,L,10396,976,86,16/12/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,411800,21,222,L,19610,1855,18,17/12/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,410800,34,366,L,12082,1122,84,18/12/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,455900,35,381,L,13026,1197,84,19/12/2023,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,376600,19,208,M,19821,1811,19,22/12/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,413800,26,277,M,15915,1494,19,23/12/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,480400,27,286,M,17793,1680,82,24/12/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,316200,28,296,M,11293,1068,16,25/12/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,323000,15,164,H,21533,1970,18,26/12/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,385900,39,423,L,9895,912,86,27/12/2023,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,629000,35,381,M,17971,1651,82,28/12/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,387500,20,217,M,19375,1786,19,29/12/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,314500,27,294,M,11648,1070,16,30/12/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,320900,28,296,M,11461,1084,16,31/12/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,317100,28,296,M,11325,1071,16,1/1/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,531300,39,423,M,13623,1256,86,2/1/2024,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,512100,32,349,M,16003,1467,81,3/1/2024,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,516100,33,357,L,15639,1446,82,4/1/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,318100,27,294,M,11781,1082,16,6/1/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,650000,32,349,M,20313,1862,82,7/1/2024,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,636600,35,376,L,18189,1693,82,8/1/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,325700,26,277,L,12527,1176,86,9/1/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,647400,35,381,M,18497,1699,86,10/1/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,321600,27,294,M,11911,1094,16,13/1/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,326700,28,296,M,11668,1104,16,14/1/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,319800,28,296,M,11421,1080,16,15/1/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,473800,36,385,H,13161,1231,83,16/1/2024,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,305500,19,208,L,16079,1469,20,17/1/2024,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,403000,26,277,L,15500,1455,82,18/1/2024,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,705700,41,443,M,17212,1593,82,19/1/2024,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,605000,41,443,M,14756,1366,82,20/1/2024,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,555900,35,381,M,15883,1459,81,21/1/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,412500,19,208,H,21711,1983,19,23/1/2024,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,619400,35,381,M,17697,1626,84,24/1/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,352800,20,217,M,17640,1626,19,26/1/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,304700,27,287,M,11285,1062,16,27/1/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,655600,46,490,H,14252,1338,86,28/1/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,318900,25,264,H,12756,1208,18,29/1/2024,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,856700,41,436,L,20895,1965,82,30/1/2024,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,462600,33,354,L,14018,1307,82,31/1/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,345600,27,286,L,12800,1208,82,1/2/2024,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,365700,32,349,L,11428,1048,82,2/2/2024,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,582200,41,443,M,14200,1314,82,3/2/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,474000,35,381,L,13543,1244,86,4/2/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,422000,33,355,M,12788,1189,20,5/2/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,301200,27,294,L,11156,1024,16,6/2/2024,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,507500,32,349,L,15859,1454,21,7/2/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,599100,35,381,M,17117,1572,82,8/2/2024,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,378500,19,208,M,19921,1820,20,9/2/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,322100,28,296,M,11504,1088,86,10/2/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,328200,28,296,M,11721,1109,16,11/2/2024,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,646300,38,407,H,17008,1588,83,12/2/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,307300,28,296,L,10975,1038,16,13/2/2024,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,472900,33,351,L,14330,1347,82,14/2/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,430600,41,443,L,10502,972,86,15/2/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,427800,35,381,H,12223,1123,86,16/2/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,328000,25,264,M,13120,1242,18,18/2/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,530800,25,267,M,21232,1988,19,19/2/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,424400,21,222,M,20210,1912,18,20/2/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,430700,27,294,M,15952,1465,20,21/2/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,329200,26,277,M,12662,1188,16,22/2/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,405600,26,277,L,15600,1464,19,23/2/2024,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,430900,26,284,L,16573,1517,19,24/2/2024,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,418400,33,358,M,12679,1169,86,27/2/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,334900,25,264,H,13396,1269,18,28/2/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,456200,28,296,L,16293,1541,16,29/2/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,636200,32,349,L,19881,1823,82,1/3/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,529200,27,287,H,19600,1844,86,2/3/2024,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,235100,15,164,H,15673,1434,18,3/3/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,385800,25,264,L,15432,1461,19,5/3/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,513000,25,267,L,20520,1921,19,6/3/2024,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,474300,25,265,M,18972,1790,19,7/3/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,493500,39,423,M,12654,1167,84,8/3/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,498900,39,423,M,12792,1179,84,9/3/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,326700,27,294,H,12100,1111,16,10/3/2024,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,386300,27,294,L,14307,1314,16,11/3/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,388100,26,284,L,14927,1367,19,12/3/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,384200,26,277,L,14777,1387,19,13/3/2024,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,362700,25,264,L,14508,1374,18,14/3/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,447700,22,241,L,20350,1858,19,15/3/2024,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,323400,20,217,L,16170,1490,20,16/3/2024,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,410600,19,208,M,21611,1974,19,18/3/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,436800,27,294,M,16178,1486,20,19/3/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,323700,28,296,M,11561,1094,16,20/3/2024,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,334500,28,296,H,11946,1130,16,21/3/2024,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,426700,27,286,H,15804,1492,20,22/3/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,513900,33,354,L,15573,1452,82,23/3/2024,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,451700,25,264,L,18068,1711,20,24/3/2024,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,398300,32,349,L,12447,1141,84,25/3/2024,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,313600,25,264,M,12544,1188,83,27/3/2024,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,394100,19,208,H,20742,1895,19,28/3/2024,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,253300,14,150,H,18093,1689,83,29/3/2024,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,482800,32,349,L,15088,1383,81,30/3/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,424900,26,277,M,16342,1534,19,2/4/2024,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,279400,15,164,H,18627,1704,20,3/4/2024,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,287900,14,145,M,20564,1986,82,6/4/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,269000,14,145,L,19214,1855,82,7/4/2024,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,558900,33,355,L,16936,1574,82,8/4/2024,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,899600,41,439,M,21941,2049,82,11/4/2024,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,361700,22,231,L,16441,1566,19,12/4/2024,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,327300,20,217,H,16365,1508,18,14/4/2024,0,0
