Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeStatus,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Allowance,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,,268,Female,1,Healthcare Representative,Single,14864,9,1480,12,8,0,4,3,2,2,0
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Active,906,Female,2,Healthcare Representative,Married,82668,1,1480,14,8,0,8,4,8,7,7
26,No,Travel_Frequently,Sales,11,3,Marketing,Active,428,Male,2,Healthcare Representative,Single,80932,1,1480,19,8,3,7,2,7,0,7
31,No,Travel_Frequently,Research & Development,7,3,Medical,Active,887,Male,2,Research Technician,Single,7412,7,1480,21,8,1,10,5,5,0,3
51,No,Travel_Rarely,Research & Development,4,1,Medical,Active,714,Female,3,Manufacturing Supervisor,Single,14372,3,1480,14,8,0,29,3,5,0,3
24,No,Travel_Rarely,Sales,7,4,Life Sciences,,584,Female,1,Laboratory Technician,Single,12692,8,1470,17,8,3,6,3,4,1,2
37,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Active,107,Male,4,Research Technician,Married,23348,6,1470,19,8,0,17,3,5,0,3
26,Yes,Travel_Rarely,Sales,1,3,Marketing,Active,206,Female,2,Manufacturing Supervisor,Single,16672,1,1470,22,8,0,1,3,1,0,0
31,No,Travel_Rarely,Research & Development,6,3,Medical,Active,85,Female,5,Research Technician,Single,10000,1,1470,15,8,1,11,5,11,4,10
51,No,Travel_Rarely,Sales,16,3,Medical,Active,359,Male,3,Research Technician,Married,23120,2,1470,15,8,3,29,0,20,4,17
24,No,Travel_Frequently,Sales,22,3,Life Sciences,,213,Female,1,Healthcare Representative,Married,20200,0,1460,14,8,2,3,5,2,2,1
37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Active,538,Male,5,Sales Executive,Divorced,5512,2,1460,21,8,0,8,6,1,0,0
26,No,Travel_Rarely,Sales,1,3,Marketing,Active,476,Female,2,Research Technician,Married,11000,1,1460,20,8,0,8,2,8,1,3
31,Yes,Travel_Frequently,Sales,2,3,Medical,Active,776,Male,2,Sales Executive,Single,15400,1,1460,13,8,3,10,3,10,4,7
50,No,Travel_Rarely,Research & Development,4,2,Medical,Active,869,Female,1,Laboratory Technician,Married,10308,4,1460,12,8,1,27,0,1,0,0
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,,803,Male,5,Research Technician,Single,12668,2,1450,17,8,1,4,3,0,0,0
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Active,954,Male,5,Laboratory Technician,Divorced,7500,1,1450,12,8,1,6,4,6,1,3
26,Yes,Travel_Rarely,Sales,8,2,Marketing,Active,540,Male,5,Sales Executive,Divorced,12292,1,1450,15,8,0,1,3,1,0,0
31,No,Travel_Rarely,Research & Development,16,3,Medical,Active,773,Male,2,Human Resources,Divorced,11920,1,1450,19,8,1,13,5,13,9,9
50,No,Travel_Rarely,Sales,27,3,Medical,Active,485,Male,2,Sales Executive,Married,18464,4,1450,22,8,1,8,3,1,0,0
24,No,Travel_Rarely,Research & Development,1,3,Life Sciences,,123,Female,3,Research Technician,Divorced,14768,1,1440,18,8,3,5,4,5,0,3
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,923,Female,2,Healthcare Representative,Single,9332,2,1440,14,8,0,15,2,4,1,3
25,No,Travel_Frequently,Sales,5,1,Marketing,Active,917,Male,4,Manufacturing Supervisor,Divorced,15332,1,1440,14,8,0,7,3,7,0,7
31,No,Travel_Rarely,Research & Development,24,1,Medical,Active,142,Male,3,Laboratory Technician,Married,66668,1,1440,13,8,1,4,2,4,3,2
50,Yes,Travel_Frequently,Research & Development,1,4,Medical,Active,544,Male,2,Research Technician,Single,13600,3,1440,14,8,0,5,3,0,0,0
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,,973,Female,1,Research Technician,Divorced,21564,1,1430,15,8,1,6,3,6,1,2
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Active,916,Female,3,Sales Executive,Married,21000,4,1430,20,8,0,9,1,3,0,2
25,No,Travel_Rarely,Sales,5,3,Marketing,Active,381,Female,4,Research Technician,Married,14828,1,1430,12,8,2,5,2,5,0,3
31,No,Travel_Frequently,Research & Development,9,4,Medical,Active,35,Male,1,Sales Executive,Divorced,40188,1,1430,16,8,1,2,4,2,2,2
50,No,Travel_Rarely,Research & Development,20,2,Medical,Active,688,Female,5,Laboratory Technician,Married,8552,4,1430,21,8,0,25,3,3,1,2
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,,911,Male,2,Research Technician,Single,21668,1,1420,22,8,1,6,6,6,1,3
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,Active,963,Female,3,Research Technician,Single,8956,3,1420,11,8,1,17,2,13,6,7
24,No,Travel_Rarely,Sales,10,2,Marketing,Active,840,Male,1,Manufacturing Supervisor,Divorced,12948,0,1420,13,8,0,2,5,1,0,0
31,No,Travel_Rarely,Research & Development,1,3,Medical,Active,757,Male,1,Laboratory Technician,Single,28668,3,1420,12,8,1,9,3,3,1,0
50,No,Travel_Frequently,Research & Development,6,3,Medical,Active,829,Male,1,Research Technician,Single,15600,1,1420,12,8,1,32,2,32,13,9
24,No,Non-Travel,Research & Development,10,3,Life Sciences,,804,Female,2,Research Technician,Married,33332,1,1410,17,8,1,1,3,1,0,0
36,No,Travel_Frequently,Sales,21,3,Life Sciences,Active,871,Male,2,Human Resources,Married,9204,3,1410,15,8,0,9,2,3,0,2
24,No,Travel_Rarely,Sales,1,3,Marketing,Active,217,Female,1,Sales Executive,Married,14992,1,1410,15,8,2,6,2,6,1,4
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,Active,723,Female,2,Manufacturing Supervisor,Single,22984,7,1410,17,8,1,3,2,1,0,0
50,No,Non-Travel,Research & Development,17,3,Medical,Active,396,Female,1,Laboratory Technician,Divorced,83332,1,1410,20,8,1,31,6,31,14,7
24,No,Travel_Rarely,Sales,28,3,Life Sciences,,467,Female,5,Healthcare Representative,Divorced,14000,1,1400,16,8,1,5,3,4,3,2
36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Active,430,Female,2,Healthcare Representative,Single,11528,4,1400,13,8,0,16,3,11,3,9
24,No,Travel_Frequently,Sales,3,4,Marketing,Active,988,Male,1,Sales Executive,Married,16664,0,1400,11,8,1,3,5,2,2,1
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,Active,182,Female,2,Sales Executive,Married,16380,3,1400,15,8,2,12,2,1,0,0
50,No,Travel_Rarely,Research & Development,2,2,Medical,Active,920,Male,3,Sales Executive,Divorced,21332,5,1400,12,8,1,19,2,14,1,11
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,,308,Female,2,Research Technician,Single,8056,1,1390,17,8,1,2,2,2,0,2
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Active,254,Male,2,Research Technician,Divorced,10040,2,1390,13,8,1,13,3,3,0,2
24,No,Non-Travel,Sales,1,5,Marketing,Active,329,Female,5,Manufacturing Supervisor,Divorced,51364,1,1390,14,8,1,1,3,1,0,0
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,Active,225,Female,1,Sales Representative,Divorced,38152,2,1390,12,8,2,9,2,3,1,2
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Active,271,Male,4,Sales Representative,Married,12380,3,1390,14,8,1,18,2,4,1,3
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,,944,Female,3,Laboratory Technician,Single,14668,1,1380,12,8,0,5,3,5,1,2
36,No,Travel_Frequently,Research & Development,6,3,Life Sciences,Active,102,Female,2,Research Technician,Married,10880,4,1380,13,8,1,16,2,13,1,12
23,No,Travel_Rarely,Sales,13,3,Marketing,Active,293,Male,5,Sales Executive,Married,18720,1,1380,11,8,1,5,4,4,0,2
31,Yes,Non-Travel,Research & Development,28,4,Medical,Active,452,Male,2,Manager,Single,40000,0,1380,21,8,0,4,2,3,1,2
50,No,Travel_Rarely,Research & Development,9,3,Medical,Active,110,Female,3,Laboratory Technician,Single,30960,6,1380,15,8,0,20,2,4,1,3
23,No,Travel_Rarely,Sales,6,4,Life Sciences,Active,981,Male,3,Manufacturing Supervisor,Single,17368,1,1370,14,8,2,3,2,3,1,2
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,342,Male,2,Healthcare Representative,Married,17376,4,1370,14,8,1,8,3,5,0,4
22,No,Non-Travel,Sales,17,2,Marketing,Active,880,Male,3,Sales Executive,Married,25668,1,1370,18,8,2,4,3,4,1,3
31,No,Non-Travel,Research & Development,1,2,Medical,Active,693,Male,5,Sales Executive,Divorced,22904,1,1370,12,8,1,10,1,10,9,6
50,No,Travel_Rarely,Sales,5,3,Medical,Active,266,Male,1,Laboratory Technician,Married,20000,1,1370,19,8,1,20,2,20,3,8
23,No,Travel_Rarely,Research & Development,20,4,Life Sciences,Active,88,Male,1,Manufacturing Supervisor,Divorced,10028,1,1360,23,8,0,4,2,4,0,2
36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,Active,12,Male,1,Laboratory Technician,Married,9600,0,1360,12,8,2,16,2,15,10,11
20,Yes,Travel_Frequently,Sales,8,3,Marketing,Active,519,Male,3,Sales Executive,Single,16904,1,1360,20,8,0,2,3,2,0,2
30,No,Travel_Rarely,Research & Development,4,3,Medical,Active,884,Female,1,Research Supervisor,Married,7320,1,1360,13,8,1,6,2,6,1,1
49,Yes,Travel_Frequently,Sales,6,5,Medical,Active,749,Female,2,Healthcare Representative,Single,10480,3,1360,18,8,0,20,2,4,1,3
23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Active,870,Female,3,Research Technician,Married,33332,2,1350,11,8,0,4,2,2,2,2
36,No,Travel_Frequently,Sales,16,2,Life Sciences,Active,711,Male,1,Research Technician,Married,13332,2,1350,11,8,0,17,2,15,6,13
19,No,Travel_Rarely,Sales,2,4,Marketing,Active,652,Male,5,Laboratory Technician,Single,34264,1,1350,22,8,0,1,0,1,0,1
30,No,Non-Travel,Research & Development,15,3,Medical,Active,162,Female,2,Sales Executive,Married,19724,4,1350,18,8,3,9,2,5,1,4
49,No,Travel_Rarely,Research & Development,21,3,Medical,Active,938,Male,2,Manufacturing Supervisor,Single,8240,4,1350,13,8,0,23,3,8,0,0
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,259,Male,5,Healthcare Representative,Married,7312,2,1340,11,8,1,5,3,3,0,2
36,No,Travel_Rarely,Sales,15,2,Life Sciences,Active,120,Male,1,Sales Executive,Married,10104,4,1340,12,8,0,6,1,2,2,2
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Active,154,Female,1,Manufacturing Supervisor,Married,15048,5,1340,18,8,1,33,4,29,11,10
30,No,Travel_Rarely,Research & Development,20,3,Medical,Active,324,Male,1,Laboratory Technician,Married,25000,3,1340,13,8,1,7,2,2,0,2
49,No,Travel_Rarely,Research & Development,2,4,Medical,Active,935,Male,1,Laboratory Technician,Divorced,31792,4,1340,18,8,0,17,3,2,2,2
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Active,373,Male,1,Sales Representative,Married,18264,6,1330,19,8,0,4,3,2,2,2
36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Active,504,Female,1,Research Technician,Divorced,15600,7,1330,12,8,0,9,3,1,0,0
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,Active,170,Female,4,Laboratory Technician,Married,16400,4,1330,20,8,0,22,4,18,13,11
30,No,Travel_Rarely,Research & Development,6,4,Medical,Active,691,Female,1,Sales Executive,Married,11832,1,1330,11,8,1,9,2,9,0,8
49,No,Travel_Frequently,Research & Development,1,1,Medical,Active,33,Female,2,Research Technician,Single,19800,9,1330,13,8,0,22,2,3,1,2
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Active,409,Female,5,Laboratory Technician,Married,18780,0,1320,13,8,0,4,3,3,0,2
36,No,Non-Travel,Sales,28,1,Life Sciences,Active,451,Male,2,Research Technician,Divorced,15608,4,1320,13,8,1,12,3,7,0,7
60,No,Travel_Rarely,Sales,2,2,Life Sciences,Active,622,Male,2,Sales Executive,Divorced,17132,0,1320,14,8,1,12,3,11,1,9
30,No,Travel_Frequently,Research & Development,4,5,Medical,Active,366,Male,3,Sales Representative,Divorced,13332,9,1320,14,8,1,10,2,5,0,3
49,No,Travel_Rarely,Sales,2,2,Medical,Active,564,Female,1,Sales Executive,Married,22064,6,1320,23,8,1,22,1,9,2,3
21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,520,Male,1,Research Technician,Single,10332,1,1310,18,8,0,1,2,1,1,0
36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Active,516,Female,2,Human Resources,Single,17332,0,1310,18,8,1,15,3,14,7,8
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Active,279,Female,5,Laboratory Technician,Single,19668,8,1310,20,8,0,10,3,2,2,2
30,No,Travel_Rarely,Sales,5,4,Medical,Active,145,Female,2,Manufacturing Supervisor,Single,80932,0,1310,17,8,1,6,2,5,4,4
48,No,Travel_Rarely,Sales,13,4,Medical,Active,95,Male,4,Sales Executive,Married,10612,3,1310,16,8,1,15,2,0,0,0
21,No,Non-Travel,Research & Development,1,5,Life Sciences,Active,105,Female,2,Research Technician,Single,10872,1,1300,14,8,0,3,2,3,2,2
36,No,Non-Travel,Research & Development,8,4,Life Sciences,Active,925,Male,4,Laboratory Technician,Married,12300,0,1300,14,8,0,4,2,3,1,2
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Active,501,Male,2,Research Technician,Married,11504,3,1300,12,8,0,14,6,6,0,4
30,No,Travel_Rarely,Research & Development,2,1,Medical,Active,1002,Male,1,Sales Representative,Married,15972,3,1300,18,8,1,10,3,7,1,7
48,No,Travel_Rarely,Human Resources,2,4,Medical,Active,478,Male,2,Sales Executive,Single,14832,2,1300,11,8,2,19,3,2,2,2
21,No,Travel_Rarely,Sales,16,2,Life Sciences,Active,239,Male,3,Sales Executive,Single,59996,1,1290,11,8,1,3,2,3,1,2
36,No,Non-Travel,Research & Development,7,2,Life Sciences,Active,312,Male,5,Sales Executive,Single,13332,1,1290,18,8,1,10,2,10,0,9
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Active,662,Male,2,Research Technician,Single,13864,6,1290,21,8,1,25,2,9,5,4
30,No,Travel_Rarely,Research & Development,8,3,Medical,Active,525,Female,1,Sales Executive,Married,15900,0,1290,14,8,0,7,6,6,0,2
48,No,Travel_Rarely,Research & Development,1,4,Medical,Active,421,Male,1,Research Technician,Married,19668,4,1290,18,8,0,13,4,0,0,0
21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Active,17,Male,1,Laboratory Technician,Single,70000,1,1280,12,8,3,3,3,3,1,0
36,No,Non-Travel,Research & Development,5,4,Life Sciences,Active,48,Male,5,Sales Executive,Married,12000,7,1280,21,8,0,11,4,9,0,8
58,No,Travel_Rarely,Sales,22,3,Life Sciences,Active,752,Female,2,Laboratory Technician,Married,25000,3,1280,12,8,1,32,2,9,1,5
30,Yes,Travel_Frequently,Research & Development,8,4,Medical,Active,475,Male,2,Sales Executive,Single,22668,0,1280,11,8,0,4,3,3,1,2
48,No,Travel_Rarely,Research & Development,8,1,Medical,Active,235,Male,2,Laboratory Technician,Married,40000,7,1280,13,8,1,21,3,3,0,2
21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,558,Female,1,Research Technician,Single,15900,1,1270,11,8,1,2,3,2,2,2
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,Active,958,Male,3,Sales Executive,Single,20668,0,1270,16,8,0,6,2,5,1,4
58,No,Non-Travel,Research & Development,2,3,Life Sciences,Active,51,Male,2,Manufacturing Supervisor,Divorced,12664,2,1270,13,8,2,12,3,5,1,2
29,No,Travel_Frequently,Research & Development,1,4,Medical,Active,566,Male,3,Research Technician,Divorced,8180,0,1270,18,8,0,8,2,7,1,1
48,No,Travel_Rarely,Sales,3,3,Medical,Active,479,Male,1,Research Supervisor,Single,15048,7,1270,11,8,1,27,1,15,4,8
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,Active,895,Female,1,Laboratory Technician,Single,21000,1,1260,14,8,1,3,2,2,2,2
35,No,Travel_Rarely,Sales,7,2,Life Sciences,Active,851,Male,1,Sales Executive,Single,6500,1,1260,12,8,1,3,2,3,1,2
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Active,417,Male,1,Research Technician,Divorced,15668,2,1260,23,8,0,24,3,6,0,4
29,No,Travel_Frequently,Research & Development,8,1,Medical,Active,815,Male,1,Research Technician,Married,9968,0,1260,14,8,0,4,2,3,0,2
48,No,Travel_Rarely,Research & Development,12,4,Medical,Active,846,Male,1,Laboratory Technician,Divorced,12632,8,1260,13,8,1,18,2,8,7,7
20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,Active,432,Female,3,Laboratory Technician,Single,15000,1,1250,11,8,0,1,2,1,0,0
35,No,Travel_Rarely,Sales,12,2,Life Sciences,Active,866,Female,2,Sales Executive,Single,17600,3,1250,19,8,0,10,4,5,0,4
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Active,167,Male,4,Research Technician,Divorced,9696,3,1250,12,8,1,32,3,1,0,0
29,No,Travel_Rarely,Human Resources,8,3,Medical,Active,80,Male,3,Sales Representative,Single,31148,0,1250,22,8,2,4,3,3,2,2
48,No,Travel_Rarely,Research & Development,6,3,Medical,Active,187,Male,1,Laboratory Technician,Married,18332,2,1250,14,8,1,14,6,9,6,7
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,940,Male,1,Sales Representative,Single,4100,1,1240,18,8,1,2,3,2,0,2
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,905,Male,3,Healthcare Representative,Married,38032,9,1240,12,8,1,15,0,13,6,0
57,No,Travel_Rarely,Sales,2,1,Life Sciences,Active,796,Male,3,Research Technician,Married,13672,0,1240,14,8,0,13,5,12,2,8
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,Active,800,Female,5,Research Technician,Single,11788,NA,1240,17,8,3,7,1,5,0,0
47,No,Travel_Rarely,Research & Development,8,4,Medical,Active,810,Female,2,Sales Representative,Married,11504,3,1240,17,8,0,11,5,5,1,2
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,256,Male,5,Sales Representative,Single,9916,1,1230,12,8,3,1,2,1,1,1
35,No,Travel_Rarely,Sales,7,4,Life Sciences,Active,19,Male,1,Sales Representative,Divorced,38812,7,1230,16,8,0,10,5,7,6,2
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Active,719,Male,2,Laboratory Technician,Married,10436,4,1230,15,8,2,33,2,19,15,9
29,No,Travel_Frequently,Research & Development,5,1,Medical,Active,868,Female,1,Research Technician,Divorced,12500,1,1230,22,8,0,6,3,6,1,3
47,Yes,Non-Travel,Research & Development,1,1,Medical,Active,14,Male,1,Research Technician,Married,12332,1,1230,11,8,2,10,4,10,9,9
20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,Active,474,Female,2,Research Technician,Single,27052,1,1220,17,8,1,1,3,1,0,0
35,No,Travel_Rarely,Sales,8,4,Life Sciences,Active,975,Male,1,Laboratory Technician,Married,13260,2,1220,20,8,1,17,4,7,0,7
56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,Active,515,Female,2,Manufacturing Supervisor,Married,14092,2,1220,11,8,0,18,4,5,0,3
29,No,Travel_Rarely,Research & Development,1,3,Medical,Active,833,Female,1,Research Technician,Married,12612,3,1220,13,8,0,9,5,7,0,7
47,No,Travel_Rarely,Research & Development,25,4,Medical,Active,897,Male,2,Research Technician,Married,13332,3,1220,19,8,3,27,3,5,1,0
19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,Active,431,Male,2,Research Technician,Single,10400,1,1210,15,8,1,1,3,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,226,Female,3,Sales Executive,Single,12620,4,1210,17,8,3,9,3,3,0,2
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,Active,144,Female,3,Sales Executive,Married,17536,9,1210,14,8,0,36,1,7,7,7
29,No,Travel_Rarely,Research & Development,1,2,Medical,Active,931,Male,2,Sales Representative,Divorced,8768,1,1210,14,8,0,10,2,10,0,9
47,No,Travel_Rarely,Sales,18,4,Medical,Active,462,Female,2,Research Technician,Single,15708,1,1210,16,8,0,9,3,9,0,7
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Active,596,Male,5,Laboratory Technician,Single,7908,1,1200,12,8,0,1,2,1,0,0
35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Active,578,Female,3,Laboratory Technician,Single,15384,1,1200,13,8,1,6,3,5,1,4
55,No,Non-Travel,Research & Development,27,3,Life Sciences,Active,657,Female,2,Research Technician,Divorced,7852,1,1200,24,8,1,34,3,33,15,0
29,Yes,Travel_Rarely,Research & Development,29,3,Medical,Active,79,Female,1,Research Technician,Married,17664,1,1200,13,8,1,7,0,7,0,7
47,No,Travel_Rarely,Research & Development,3,2,Medical,Active,767,Male,2,Laboratory Technician,Married,14764,3,1200,11,8,1,26,3,20,5,6
18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,39,Male,1,Sales Executive,Single,16212,1,1190,14,8,2,0,3,0,0,0
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Active,378,Female,1,Healthcare Representative,Married,15000,1,1190,13,8,1,17,2,17,5,15
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Active,950,Male,2,Laboratory Technician,Divorced,11000,5,1190,11,8,2,8,2,4,1,2
29,No,Travel_Rarely,Research & Development,5,3,Medical,Active,197,Male,1,Research Technician,Divorced,20000,4,1190,11,8,0,8,3,3,1,2
47,No,Travel_Rarely,Research & Development,2,3,Medical,Active,275,Female,5,Sales Executive,Single,17240,2,1190,17,8,0,20,3,7,1,7
18,No,Travel_Rarely,Sales,7,3,Life Sciences,Active,44,Male,1,Research Technician,Single,24000,1,1180,15,8,0,0,3,0,0,0
35,No,Non-Travel,Research & Development,1,1,Life Sciences,Active,631,Male,2,Sales Executive,Married,16000,4,1180,22,8,2,16,4,13,4,12
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,Active,488,Female,2,Sales Executive,Married,59996,3,1180,13,8,1,17,2,8,6,7
29,No,Travel_Rarely,Research & Development,10,2,Medical,Active,315,Male,3,Manufacturing Supervisor,Married,27288,4,1180,14,8,3,11,5,8,1,1
47,No,Travel_Rarely,Research & Development,1,4,Medical,Active,937,Male,3,Laboratory Technician,Divorced,14000,6,1180,22,8,1,29,2,3,1,2
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,Left,311,Male,5,Laboratory Technician,Married,13464,5,1170,12,8,0,24,2,5,1,4
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,Active,910,Male,2,Research Technician,Divorced,12612,6,1170,12,8,0,7,3,2,2,2
55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,Active,530,Male,3,Laboratory Technician,Married,18332,3,1170,13,8,1,23,1,3,1,2
29,No,Travel_Rarely,Research & Development,1,2,Medical,Active,289,Female,1,Sales Executive,Single,13720,1,1170,13,8,3,1,2,1,0,0
47,No,Travel_Frequently,Sales,1,3,Medical,Active,90,Female,5,Laboratory Technician,Single,8284,3,1170,16,8,1,5,2,0,0,0
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,Retired,656,Male,2,Laboratory Technician,Single,15256,2,1160,11,8,2,26,3,24,1,11
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Active,824,Male,2,Research Technician,Single,14500,1,1160,14,8,0,11,2,11,3,3
55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Active,753,Female,3,Research Technician,Divorced,20496,2,1160,16,8,1,31,3,7,0,0
29,No,Travel_Frequently,Research & Development,16,4,Medical,Active,25,Male,1,Laboratory Technician,Single,11920,1,1160,11,8,1,10,2,10,0,9
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,Active,966,Female,5,Sales Executive,Married,7200,7,1160,11,8,2,25,1,23,14,10
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,Active,600,Male,3,Sales Executive,Single,15436,1,1150,13,8,1,6,2,6,0,2
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Active,667,Male,4,Healthcare Representative,Married,18332,0,1150,19,8,0,4,2,3,2,2
55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Active,13,Female,1,Sales Executive,Single,38032,0,1150,17,8,0,37,2,36,4,13
29,No,Travel_Rarely,Sales,17,4,Medical,Active,646,Male,1,Laboratory Technician,Divorced,59464,1,1150,19,8,1,6,3,6,1,0
46,No,Travel_Rarely,Research & Development,6,4,Medical,Active,553,Male,3,Sales Executive,Married,10000,3,1150,11,8,1,23,3,12,4,9
36,No,Non-Travel,Human Resources,28,3,Human Resources,Left,101,Male,2,Laboratory Technician,Single,7236,4,1140,22,8,0,7,4,1,0,0
35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,390,Male,3,Healthcare Representative,Married,11020,3,1140,12,8,1,16,3,13,4,8
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Active,637,Male,2,Sales Executive,Married,10332,3,1140,19,8,0,36,2,10,0,9
29,No,Travel_Rarely,Research & Development,8,3,Medical,Active,551,Female,4,Manager,Divorced,39332,4,1140,14,8,0,11,3,7,1,7
46,No,Travel_Frequently,Research & Development,4,1,Medical,Active,208,Male,3,Human Resources,Married,41632,5,1140,13,8,0,28,3,2,1,2
36,No,Travel_Rarely,Human Resources,1,3,Finance Degree,Retired,864,Male,1,Research Technician,Single,28800,6,1130,13,8,2,15,3,1,0,0
35,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Active,115,Female,3,Sales Executive,Single,13332,9,1130,15,8,0,10,2,1,0,0
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Active,253,Female,2,Sales Executive,Married,40556,2,1130,19,8,1,16,4,9,7,1
29,No,Travel_Rarely,Research & Development,8,3,Medical,Active,163,Female,5,Manufacturing Supervisor,Married,14000,1,1130,11,8,0,10,3,10,0,7
46,No,Travel_Rarely,Sales,9,1,Medical,Active,620,Female,1,Sales Executive,Divorced,19000,2,1130,22,8,0,12,3,6,1,4
35,No,Travel_Rarely,Human Resources,1,3,Finance Degree,Active,441,Male,3,Laboratory Technician,Married,14400,1,1120,15,8,3,5,5,5,1,0
35,No,Travel_Rarely,Sales,20,2,Life Sciences,Active,40,Male,1,Laboratory Technician,Married,15500,0,1120,19,8,0,12,2,11,6,9
54,No,Travel_Frequently,Sales,10,3,Life Sciences,Active,819,Female,4,Research Technician,Divorced,25532,3,1120,12,8,0,26,3,14,1,12
29,No,Travel_Rarely,Research & Development,23,3,Medical,Active,602,Male,5,Sales Executive,Married,14384,0,1120,14,8,0,6,3,5,1,3
46,No,Travel_Rarely,Research & Development,6,3,Medical,Active,974,Male,4,Sales Executive,Single,13360,6,1120,12,8,0,19,3,10,0,9
34,No,Travel_Rarely,Human Resources,2,3,Finance Degree,Left,827,Male,2,Manufacturing Supervisor,Married,47028,1,1110,13,8,1,10,2,10,8,6
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Active,419,Male,3,Healthcare Representative,Married,11884,1,1110,22,8,0,10,3,10,0,7
54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Active,135,Female,2,Manufacturing Supervisor,Married,56588,4,1110,23,8,1,24,2,4,1,2
